관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자
3810000-104-2022-00124,더벤티 분당양지마을점,210186.73117402,430595.894222259,영업/정상,2022-05-02,
3770000-104-2022-00063,이디야커피 수원인계한신점,202528.395966323,419233.859416815,영업/정상,2022-06-09,
4140000-104-2022-00013,빽다방 연천역점,206552.511902774,510812.029981485,영업/정상,2022-06-14,
5560000-104-2022-00087,컴포즈커피 안산그레이박스점,179340.260535887,424493.652937652,영업/정상,2022-06-14,
4100100-104-2022-00073,컴포즈커피 일산주엽점,178947.014183837,463157.053722125,영업/정상,2022-05-13,
5610000-104-2022-00110,메가엠지씨커피 광교호수공원점,205498.540545351,420562.074278262,영업/정상,2022-05-13,
3910000-104-2022-00105,이디야커피 경기대로점,209964.342611658,388157.59866905,영업/정상,2022-06-08,
3990000-104-2022-00195,매머드 익스프레스 다산DIMC테라타워점,215139.954217956,454827.048367444,영업/정상,2022-06-28,
4090000-104-2022-00149,메가엠지씨커피 김포청송점,170817.54546468,461189.447558313,영업/정상,2022-05-24,
5530000-104-2022-00292,메가엠지씨커피 화성봉담중앙점,195085.480529776,413240.140139669,영업/정상,2022-05-26,
4030000-104-2022-00020,메가엠지씨커피 의왕삼동점,196142.708254056,424146.127792899,영업/정상,2022-05-25,
4040000-104-2022-00147,더벤티 미사테스타타워점,216038.566179914,450059.249204826,영업/정상,2022-06-28,
4010000-104-2022-00159,메가엠지씨커피시흥장현점,181268.875221092,430651.776551747,영업/정상,2022-05-25,
4080000-104-2022-00055,컴포즈커피 안성중앙로점,223818.15567952,389573.394736194,영업/정상,2022-05-26,
4060000-104-2022-00120,메가엠지씨커피 파주와동점,179122.335530731,470388.696685024,영업/정상,2022-05-26,
3950000-104-2022-00114,컴포즈커피 고양원당혁신점,186000.3755359,461310.074104311,영업/정상,2022-05-16,
3990000-104-2022-00154,더벤티 다산지금지구점,215249.86,455370.615,영업/정상,2022-05-25,
3990000-104-2022-00201,컴포즈커피 남양주덕소점,218985.955238658,453118.224279037,영업/정상,2022-06-29,
3910000-104-2022-00079,빽다방평택현촌점,211739.419798776,388629.42067672,영업/정상,2022-04-28,
5560000-104-2022-00080,컴포즈커피 안산중앙로데오점,185665.23,423529.285,영업/정상,2022-06-02,
3960100-104-2022-00079,메가엠지씨커피 식사은행마을점,182900.461521762,463281.531123498,영업/정상,2022-05-31,
3850000-104-2022-00082,컴포즈커피(평촌대한스마트타워점),196877.232290638,432687.635829849,영업/정상,2022-06-07,
3970000-104-2022-00022,컴포즈커피 과천렉스타운점,199269.075284699,436238.891126233,영업/정상,2022-06-07,
5540000-104-2022-00109,컴포즈커피 경기광주역점,222452.69307359,433138.311869223,영업/정상,2022-06-20,
4010000-104-2022-00188,빽다방시흥목감조남점,186947.558983475,430662.231200819,영업/정상,2022-06-20,
5630000-104-2022-00083,메가엠지씨커피 신갈역점,209856.028276507,420790.441294486,영업/정상,2022-05-31,
3990000-104-2022-00164,메가엠지씨커피 다산DIMC테라타워점,215139.954217956,454827.048367444,영업/정상,2022-06-07,
3910029-104-2022-00089,감성커피평택고덕점,204030.197760695,392999.03766334,영업/정상,2022-06-02,
3950000-104-2022-00154,컴포즈커피 고양원당시장점,185517.534475014,461595.101689528,영업/정상,2022-06-20,
5590000-104-2022-00083,감성커피 양주옥정중앙점,208043.527042463,479797.150982562,영업/정상,2022-06-22,
3820000-104-2022-00130,컴포즈커피 의정부녹양점,202782.96881263,472840.082548474,영업/정상,2022-05-30,
3820000-104-2022-00132,더벤티 의정부센트럴자이점,204215.611315808,469850.90367448,영업/정상,2022-05-31,
3820000-104-2022-00134,더벤티 의정부서해점,205263.151135996,469636.02598602,영업/정상,2022-06-02,
5530000-104-2022-00344,메가엠지씨커피 동탄K밸리점,208041.340974741,412060.110598187,영업/정상,2022-06-20,
4070000-104-2022-00062,더벤티 이천증포점,240333.660551741,421420.326544366,영업/정상,2022-05-30,
4010000-104-2022-00119,컴포즈커피시흥능곡제일풍경채점,182811.775770522,429658.446351624,영업/정상,2022-05-06,
4010000-104-2022-00196,메가엠지씨커피시흥포도탑점,181510.001721431,438365.479097905,영업/정상,2022-06-24,
4060000-104-2022-00140,컴포즈커피 파주적성점,192922.020841045,494764.892855043,영업/정상,2022-06-24,
4090000-104-2022-00121,메가엠지씨커피김포양촌산업단지점,166569.527869733,457340.756037953,영업/정상,2022-04-29,
3900000-104-2022-00047,이디야커피광명역데시앙점,189541.850018502,435187.738812827,영업/정상,2022-04-29,
5700000-104-2022-00032,컴포즈커피 여주중앙점,256396.882477281,421672.402153018,영업/정상,2022-05-06,
5590000-104-2022-00089,메가엠지씨커피 옥정호수공원점,208599.341991448,480182.422724352,영업/정상,2022-06-27,
4060000-104-2022-00099,컴포즈커피 파주운정해솔마을점,178167.449980153,469050.729234144,영업/정상,2022-05-03,
5640000-104-2022-00047,컴포즈커피 용인수지성복점,207019.083889543,423412.984371472,영업/정상,2022-04-29,
4000000-104-2022-00042,이디야커피오산초평누읍점,204178.035039685,404488.253458231,영업/정상,2022-04-29,
4100100-104-2022-00111,컴포즈커피 일산탄현제니스점,179005.665068939,465786.029740427,영업/정상,2022-06-27,
5540000-104-2022-00070,이디야 광주역동점,221545.395888697,433296.420190707,영업/정상,2022-04-29,
4090000-104-2022-00134,메가엠지씨커피 김포대곶사거리점,163148.383009609,460991.842894771,영업/정상,2022-05-06,
5550000-104-2022-00043,컴포즈커피안산본오우체국점,188609.591595158,421417.083819476,영업/정상,2022-05-27,
5620000-104-2022-00095,메가엠지씨커피 용인천리점,218286.114199266,410096.344868369,영업/정상,2022-06-27,
5640000-104-2022-00072,메가엠지씨커피 수지e편한세상점,207461.536976975,423723.403438407,영업/정상,2022-06-27,
3820000-104-2022-00158,더벤티 의정부시청점,203170.725972575,470819.973622862,영업/정상,2022-06-27,
3910029-104-2022-00088,컴포즈커피평택고덕센텀프라자점,204167.850506315,392994.89621913,영업/정상,2022-05-27,
3990000-104-2022-00192,컴포즈커피 경복대남양주캠퍼스점,218641.786236386,470173.232261398,영업/정상,2022-06-24,
3810000-104-2022-00178,컴포즈커피 미금신원점,209828.895493717,427524.675625291,영업/정상,2022-06-27,
4090000-104-2022-00177,컴포즈커피 김포마송사거리점,164563.278618328,465516.489540675,영업/정상,2022-06-24,
5530000-104-2022-00251,컴포즈커피 동탄다원초점,209966.875231762,412275.957705971,영업/정상,2022-05-09,
3810000-104-2022-00118,만랩커피 판교점,209549.874547889,433248.085400252,영업/정상,2022-04-27,
4160000-104-2022-00030,더벤티가평현리점,230693.175493374,479505.477975112,영업/정상,2022-05-04,
3990000-104-2022-00184,메가엠지씨커피 다산신화타워점,212930.31996311,458070.615205754,영업/정상,2022-06-21,
4090000-104-2022-00171,매머드 익스프레스 김포이젠메카존점,166479.424635633,457257.804995428,영업/정상,2022-06-17,
5530000-104-2022-00242,메가엠지씨커피 에브리데이병점점,203610.879914001,411165.734917658,영업/정상,2022-05-04,
3900000-104-2022-00071,컴포즈지타워점,190562.261122576,438191.360659881,영업/정상,2022-06-17,
5530000-104-2022-00347,빽다방(동탄서영아너시티점),209053.822360735,412205.029887931,영업/정상,2022-06-21,
4060000-104-2022-00104,메가엠지씨커피 파주법흥리점,173680.190610336,474732.088334051,영업/정상,2022-05-11,
4060000-104-2022-00113,메가엠지씨커피 파주금승리점,176692.857329092,480356.681102188,영업/정상,2022-05-17,
3950000-104-2022-00119,컴포즈커피 삼송신원마을점,190254.745387808,462401.857308146,영업/정상,2022-05-19,
3760000-104-2022-00084,메가엠지씨커피 수원당수점,194666.625901013,420964.54574431,영업/정상,2022-05-23,
5560000-104-2022-00076,컴포즈커피안산호수동점,184650.470355853,423448.855926698,영업/정상,2022-05-23,
4010000-104-2022-00155,빽다방시흥능곡장현점,182858.806568665,429713.148076598,영업/정상,2022-05-23,
3750000-104-2022-00071,컴포즈커피 수원성균관대점,197347.204484838,421794.934491154,영업/정상,2022-05-19,
5630000-104-2022-00064,더벤티 신갈롯데점,209561.848956988,418928.960809078,영업/정상,2022-04-28,
3990000-104-2023-00310,빽다방 남양주도심역점,219652.255666667,452994.173,영업/정상,2023-11-27,
5560000-104-2023-00143,더벤티 안산반월공단점,181258.71259879,424761.274007584,영업/정상,2023-11-03,
3810000-104-2023-00381,메가엠지씨커피 분당상록마을점,209985.256346682,428979.705433958,영업/정상,2023-11-29,
4000000-104-2023-00138,빽다방오산주공5단지,206640.141754025,404975.730818691,영업/정상,2023-11-07,
5630000-104-2023-00143,메가엠지씨커피 광교풍경채어바니티점,206145.219986556,418701.908995917,영업/정상,2023-11-03,
3750000-104-2023-00090,메가엠지씨커피 수원만석공원점,200258.399866953,422325.321819935,영업/정상,2023-10-20,
4010000-104-2023-00257,매머드익스프레스시흥은계호수공원점,182614.093347627,438126.028006515,영업/정상,2023-10-20,
4070000-104-2023-00213,아라마크(주)ASML 이천이디야커피,243826.306535065,414642.644584596,영업/정상,2023-10-30,
3770000-104-2023-00154,메가엠지씨커피 수원시청역점,202789.286726531,417668.604973311,영업/정상,2023-10-23,
3820000-104-2023-00199,메가엠지씨커피 고산훈민점,209817.012073725,470290.211870276,영업/정상,2023-11-06,
5560000-104-2023-00109,메가엠지씨커피 안산석수점,182862.563810264,426838.176418427,영업/정상,2023-09-14,
3760000-104-2023-00214,메가엠지씨커피 수원가구거리점,202525.515070313,417460.216334871,영업/정상,2023-10-26,
3820000-104-2023-00194,메가엠지씨커피 의정부호원점,204071.46318527,467906.671843178,영업/정상,2023-10-30,
4010000-104-2023-00232,더벤티배곧성당점(the venti),176434.772029146,431151.3148036,영업/정상,2023-09-14,
3820000-104-2023-00187,컴포즈커피 의정부회룡점,204158.407663875,469121.340182865,영업/정상,2023-10-23,
4010000-104-2023-00265,컴포즈커피시흥거모점,180842.716455287,426756.136088499,영업/정상,2023-10-26,
5630000-104-2023-00141,이디야 용인서천중앙점,206384.289745028,415428.684421619,영업/정상,2023-10-31,
3800000-104-2023-00081,메가엠지씨커피 성남센트럴비즈타워점,215341.301590181,437403.288848939,영업/정상,2023-11-10,
3850000-104-2023-00174,컴포즈커피 평촌역점,196657.623170152,432463.928975716,영업/정상,2023-11-13,
3920000-104-2023-00051,감성커피 지행역점,204935.00921664,487806.617480303,영업/정상,2023-10-17,
3990000-104-2023-00287,매머드 익스프레스 남양주시청제1청사점,218985.376611807,459361.03031764,영업/정상,2023-10-27,
4060000-104-2023-00262,메가엠지씨커피 야당롯데프라자점,178751.246029637,467499.501446049,영업/정상,2023-10-31,
4090000-104-2023-00258,매머드익스프레스 김포풍무점,175421.922947921,455834.852090323,영업/정상,2023-11-15,
5550000-104-2023-00093,컴포즈커피 안산반월역점,191453.188979819,423273.64946456,영업/정상,2023-11-10,
4020000-104-2023-00083,메가엠지씨커피 군포역점,195150.645898226,427973.803051105,영업/정상,2023-11-13,
3750000-104-2023-00088,메가엠지씨커피 수원성균관대점,197364.230680357,421823.088206744,영업/정상,2023-10-17,
5540000-104-2023-00173,메가엠지씨커피 광주밀목점,222863.888448016,436369.000366938,영업/정상,2023-10-27,
5620000-104-2023-00158,더벤티 용인양지점,224871.721445209,414782.988098113,영업/정상,2023-10-12,
4010000-104-2023-00283,컴포즈커피시흥정왕본동점,178065.19092198,427055.619902119,영업/정상,2023-11-09,
3790000-104-2023-00100,컴포즈커피 성남신흥역점,212889.780307968,437694.304837431,영업/정상,2023-10-12,
4060000-104-2023-00269,컴포즈커피 파주금촌점,180072.985756095,473390.820836356,영업/정상,2023-11-09,
3970000-104-2023-00071,메가엠지씨커피 과천상상자이점,197773.619424604,434941.060654091,영업/정상,2023-11-22,
5640000-104-2023-00195,메가엠지씨커피 수지도서관점,208270.541843386,424352.001020329,영업/정상,2023-11-22,
5610000-104-2023-00243,컴포즈커피 수원아주대삼거리JK점,203860.067780738,419256.962995702,영업/정상,2023-10-12,
3820000-104-2023-00196,메가엠지씨커피 의정부호암초점,204189.857525142,466978.666947878,영업/정상,2023-11-01,
3930000-104-2023-00017,커피에반하다,162928.640878611,415881.735243362,영업/정상,2023-09-15,
5610000-104-2023-00236,만랩커피 데일리 수원광교점,204088.156492935,421053.571675981,영업/정상,2023-10-04,
3980000-104-2023-00111,매머드 익스프레스 갈매점,210325.521882294,458790.176537752,영업/정상,2023-10-19,
5600000-104-2023-00053,이디야커피 포천성동리DI점,224814.206166751,501999.545981209,영업/정상,2023-10-04,
5560000-104-2023-00117,빽다방 안산중앙주공점,185539.798438659,424706.025364318,영업/정상,2023-10-04,
5560000-104-2023-00139,메가엠지씨커피 고잔단원마을점,184619.218880541,423001.485916252,영업/정상,2023-11-01,
3970000-104-2023-00070,매머드 익스프레스 과천위버필드점,199267.409865018,435854.254493838,영업/정상,2023-11-02,
3910000-104-2023-00129,빽다방 평택안정점,204062.30853882,384382.095905249,영업/정상,2023-10-04,
5630000-104-2023-00142,더벤티 광교풍경채어바니티점,206145.219986556,418701.908995917,영업/정상,2023-11-02,
5530000-104-2023-00573,더벤티 병점역점,202757.862821755,411554.261625472,영업/정상,2023-10-04,
3900000-104-2023-00099,메가엠지씨커피하안이편한세상점,188169.282766471,440603.03250365,영업/정상,2023-10-19,
3910000-104-2023-00123,메가엠지씨커피 평택법원점,208476.115141227,389759.109635186,영업/정상,2023-09-15,
4140000-104-2023-00021,빽다방 연천전곡점,205874.800983797,502496.139895744,영업/정상,2023-10-13,
5600000-104-2023-00056,이디야커피 포천하송우삼거리점,213376.058877448,481337.235859604,영업/정상,2023-10-13,
4070000-104-2023-00186,메가엠지씨커피 이천분수대오거리점,239601.969267631,420028.570182923,영업/정상,2023-09-27,
3820000-104-2023-00189,빽다방 용현송산역점,207563.70245927,470585.895507134,영업/정상,2023-10-24,
3750000-104-2023-00087,메가엠지씨커피 천천중앙점,198074.77314706,422002.854834655,영업/정상,2023-10-13,
3760000-104-2023-00193,컴포즈커피 수원세류역점,201247.725712279,415815.845317241,영업/정상,2023-10-06,
3850000-104-2023-00153,감성커피 평촌학원가점,196392.118151762,431125.881573562,영업/정상,2023-10-06,
3850000-104-2023-00154,컴포즈커피안양힐스테이트비산점,194127.754741483,433703.002796409,영업/정상,2023-10-06,
5560000-104-2023-00123,메가엠지씨커피 안산고잔주공점,185539.798438659,424706.025364318,영업/정상,2023-10-17,
3820000-104-2023-00164,메가엠지씨커피 의정부송산초점,208703.393986404,471516.151037432,영업/정상,2023-09-18,
3760000-104-2023-00211,감성커피 호매실점,196271.097765298,418564.850098122,영업/정상,2023-10-25,
5530000-104-2023-00658,메가엠지씨커피 화성향일고점,192636.930861001,403145.582368626,영업/정상,2023-11-14,
3950000-104-2023-00207,컴포즈커피 고양관산점,188039.341344121,465060.577272689,영업/정상,2023-11-23,
4010000-104-2023-00300,컴포즈커피시흥은계우미린점,182511.124683601,437663.766759495,영업/정상,2023-11-23,
4060000-104-2023-00274,컴포즈커피 파주문산당동점,180900.411257401,484982.843636923,영업/정상,2023-11-14,
5560000-104-2023-00153,메가엠지씨커피 안산신길온천점,179915.599466579,426095.78958827,영업/정상,2023-11-23,
3810000-104-2023-00295,빽다방 오리역점,209622.543599695,426321.744364168,영업/정상,2023-09-20,
4090000-104-2023-00263,메가엠지씨커피 김포대로점,165878.715622185,464817.847907655,영업/정상,2023-11-21,
5530000-104-2023-00560,매머드 익스프레스 동탄AP점(MAMMOTH COFFEE EXPRESS),207849.263623835,407896.109603153,영업/정상,2023-09-22,
5620000-104-2023-00186,메가엠지씨커피 용인중앙지구대점,217557.347661032,414809.940462829,영업/정상,2023-11-30,
5530000-104-2023-00667,매머드 익스프레스 동탄목동호반포레점,210553.195412931,408464.136241819,영업/정상,2023-11-20,
3770000-104-2023-00178,메가엠지씨커피 수원아이파크자이점,201715.593281755,419051.468332628,영업/정상,2023-11-24,
3910000-104-2023-00152,메가엠지씨커피 평택세무서점,210463.762772988,389143.023628469,영업/정상,2023-11-20,
3900000-104-2023-00110,컴포즈커피철산우성점,188281.814836298,442989.739322653,영업/정상,2023-11-15,
5540000-104-2023-00184,메가엠지씨커피 경기광주경안천점,224132.792621189,434971.920735469,영업/정상,2023-11-20,
5620000-104-2023-00181,메가엠지씨커피 명지대역점,216730.313812218,415080.056165618,영업/정상,2023-11-15,
5590000-104-2023-00184,컴포즈커피 양주고암점,205965.128314548,481577.905253654,영업/정상,2023-11-30,
3760000-104-2023-00229,메가엠지씨커피 수원하늘채점,202855.408478632,415540.425998597,영업/정상,2023-11-20,
4010000-104-2024-00265,메가엠지씨커피시흥길산지식산업센터점,176235.489714091,425857.068686951,영업/정상,2024-12-19,
3900000-104-2024-00106,매머드익스프레스광명U타워점,189541.850018502,435187.738812827,영업/정상,2024-12-18,
3960100-104-2024-00161,메가엠지씨커피 백석동문타워점,181044.663767492,459762.271864032,영업/정상,2024-12-13,
3910029-104-2024-00133,컴포즈커피 평택바로E빌딩점,205222.706436887,398385.922849604,영업/정상,2024-11-27,
5600000-104-2024-00092,감성커피(포천송우중앙점),212345.782928478,480857.781653555,영업/정상,2024-12-23,
4010000-104-2024-00252,메가엠지씨커피시흥51블럭점,177559.886016386,426152.016863038,영업/정상,2024-11-27,
3810000-104-2024-00414,컴포즈커피 분당정자두산타워점,209346.900915039,429148.247258094,영업/정상,2024-12-13,
3910000-104-2024-00141,메가엠지씨커피 평택평일초사거리점,209420.246628855,387724.08439805,영업/정상,2024-12-05,
3910029-104-2024-00136,메가엠지씨커피 평택고덕어울림점,203929.402512709,393723.948174615,영업/정상,2024-12-05,
5600000-104-2024-00087,메가엠지씨커피 포천가산점,216616.584863092,482768.483913362,영업/정상,2024-11-26,
3750000-104-2024-00205,더벤티 수원송죽점,200538.574925972,421914.983465381,영업/정상,2024-12-30,
4040000-104-2024-00263,메가엠지씨커피 하남호반써밋점,218679.20320564,449140.423445878,영업/정상,2024-11-22,
3871000-104-2024-00291,메가엠지씨커피 계남고삼거리점,179664.054462155,443669.47628955,영업/정상,2024-12-24,
3920000-104-2024-00050,빽다방 동두천중앙사거리점,204649.291913879,489129.959586854,영업/정상,2024-11-22,
3881000-104-2024-00066,메가엠지씨커피 부천옥길브리즈힐점,184075.078698294,440107.950977489,영업/정상,2024-12-24,
3990000-104-2024-00319,더벤티 마석원병원점,226780.913880386,461054.391817295,영업/정상,2024-12-30,
5640000-104-2024-00203,메가엠지씨커피 시그니처광교점,205623.536935743,422192.90406718,영업/정상,2024-11-19,
3910000-104-2024-00147,메가엠지씨커피 평택세교부영점,207197.424991492,389098.548268797,영업/정상,2024-12-24,
5540000-104-2024-00187,메가엠지씨커피 경기광주태전고점,220640.705931494,431597.056346701,영업/정상,2024-12-30,
4020000-104-2024-00089,메가엠지씨커피 군포삼성마을점,194043.280419363,426119.993460608,영업/정상,2024-12-09,
5610000-104-2024-00293,메가엠지씨커피 영통느티나무삼거리점,206808.540820092,416950.234636678,영업/정상,2024-12-12,
4060000-104-2024-00292,메가엠지씨커피 파주금화초점,179569.724366396,472580.265825203,영업/정상,2024-12-03,
3750000-104-2024-00194,메가엠지씨커피 수원상공회의소점,200430.386621752,421073.852894892,영업/정상,2024-12-03,
4080000-104-2024-00137,매머드 익스프레스 안성중앙점,223992.855908329,389627.533874733,영업/정상,2024-12-26,
5550000-104-2024-00089,감성커피안산사리역점,187298.279798197,420782.623791385,영업/정상,2024-11-29,
3820000-104-2024-00214,메가엠지씨커피 녹양성당점,203212.86,472853.17,영업/정상,2024-11-29,
5610000-104-2024-00291,매머드익스프레스 수원테크트리영통점,204158.20826042,416378.941446645,영업/정상,2024-12-11,
4100100-104-2024-00339,컴포즈커피 일산레이킨스몰점,178006.080301401,462865.812502378,영업/정상,2024-11-20,
3850000-104-2024-00185,메가엠지씨커피 평촌트리지아점,195497.968021258,431087.928079341,영업/정상,2024-11-21,
5630000-104-2024-00145,메가엠지씨커피 용인서천파크원점,206415.292755389,415425.625051325,영업/정상,2024-12-04,
5560000-104-2024-00157,메가엠지씨커피안산선부주공10단지점,182954.880569694,426044.313836988,영업/정상,2024-11-25,
4000000-104-2024-00108,메가엠지씨커피오산청호휴먼시아점,207841.281021923,402990.507743679,영업/정상,2024-11-25,
3790000-104-2024-00082,메가엠지씨커피 위례역푸르지오점,212415.989121467,440646.706561005,영업/정상,2024-11-25,
3910029-104-2024-00147,메가엠지씨커피 평택마제스트타워점,206262.507348329,392687.989931049,영업/정상,2024-12-17,
3750000-104-2024-00188,메가엠지씨커피 수원효천초점,198586.249961306,421295.153275946,영업/정상,2024-11-25,
5630000-104-2024-00147,메가엠지씨커피 영통방죽마을점,205846.571108396,415773.300408711,영업/정상,2024-12-10,
5610000-104-2024-00295,매머드익스프레스 광교에이스 1차점,204053.159882023,422057.64974689,영업/정상,2024-12-16,
5540000-104-2024-00179,이디야 경기광주태전DI점,220682.242624725,431116.836970057,영업/정상,2024-12-17,
3910000-104-2024-00143,컴포즈커피 평택시청점,210078.991667709,387553.474345948,영업/정상,2024-12-16,
4060000-104-2024-00276,컴포즈커피 파주운정월드점,178905.857514556,469196.076302023,영업/정상,2024-11-18,
3850000-104-2024-00190,메가엠지씨커피 안양샘마을점,196852.91093544,430334.295150229,영업/정상,2024-12-06,
3820000-104-2024-00220,메가엠지씨커피의정부장암초점,205347.661328898,469458.006798778,영업/정상,2024-12-06,
4030000-104-2024-00065,메가엠지씨커피 덕장로삼거리점,199473.176330048,432004.845586242,영업/정상,2024-12-06,
3850000-104-2024-00188,컴포즈커피 평촌트리지아점,195497.968021258,431087.928079341,영업/정상,2024-12-02,
4040000-104-2015-00031,빽다방(하남신장시장점),218031.755922335,448442.234558982,폐업,2015-10-15,2022-06-29
4030000-104-2017-00030,이디야커피 의왕내손점,197931.560423561,432001.419627904,폐업,2017-07-17,2023-04-28
4170000-104-2012-00007,이디야양평점,243419.083668398,443059.614703103,폐업,2012-04-23,2020-10-30
4010000-104-2020-00206,이디야커피시흥프라임캐슬점,181280.653820889,436857.813363818,폐업,2020-08-03,2023-04-10
5630000-104-2013-00078,커피에반하다(동백역점),213576.986769811,418659.949862766,폐업,2013-07-19,2021-07-09
5640000-104-2015-00133,빽다방(수지상현중앙점),207460.150738062,422801.848971019,폐업,2015-10-05,2017-03-29
5630000-104-2013-00002,이디야 삼성기흥점,207061.022316272,414254.719707352,폐업,2013-01-10,2018-02-05
3850000-104-2008-00029,이디야안양벤처다임점,197536.460660019,432133.905985364,폐업,2008-06-27,2024-05-02
5620000-104-2014-00012,이디야커피처인구점,217957.489084034,414815.194576261,폐업,2014-02-26,2024-11-14
3820000-104-2016-00006,이디야커피 의정부코스트코점,210339.484588978,472039.300486385,폐업,2016-01-08,2024-01-04
3820000-104-2016-00008,커피에반하다 의정부역점,203857.885,470594.345,폐업,2016-01-15,2022-12-27
5630000-104-2015-00080,이디야동백역점,213568.613522219,418715.981385257,폐업,2015-07-27,2024-08-12
3820000-104-2015-00126,이디야 커피(호원점),203757.818295569,469432.784877684,폐업,2015-12-01,2024-08-02
3820000-104-2016-00131,커피에반하다(의정부 부광점),204661.688572402,471488.046488137,폐업,2016-06-22,2019-03-26
5630000-104-2015-00082,이디야용인보라점,209746.677111729,416892.342820563,폐업,2015-07-28,2024-12-05
5640000-104-2015-00160,이디야커피 수지신봉점,206837.788928919,424586.150508122,폐업,2015-06-19,2024-04-08
5630000-104-2016-00070,이디야커피 용인보정중앙점,209787.252955929,423563.214492078,폐업,2016-05-09,2023-08-28
3820000-104-2016-00242,커피에반하다(호원점),203818.494031282,468899.907363219,폐업,2016-11-14,2018-12-07
3820000-104-2016-00045,커피에반하다(민락2지구점),208454.894650329,471433.299643639,폐업,2016-03-25,2022-02-04
5640000-104-2015-00093,빽다방,208270.047968618,424426.668703654,폐업,2015-07-10,2017-03-09
5630000-104-2016-00152,빽다방 흥덕이마트점,206306.301931615,419313.955217649,폐업,2016-10-31,2018-01-26
3850000-104-2012-00005,이디야커피,196024.358827826,429482.886079193,폐업,2012-01-09,2024-01-04
5640000-104-2016-00016,이디야커피수지성복역점,206932.190324886,423451.933689858,폐업,2016-02-26,2023-12-11
5640000-104-2015-00144,커피에반하다,210895.745697241,424615.829575395,폐업,2015-11-04,2018-08-29
3820000-104-2015-00013,이디야 민락2지구점,208661.528864685,471452.548793201,폐업,2015-02-24,2024-05-20
3820000-104-2016-00027,이디야커피 의정부낙양점,209839.865427719,472566.792769828,폐업,2016-02-29,2023-08-28
3820000-104-2016-00190,커피에반하다(발곡점),204870.147038214,469168.599470867,폐업,2016-09-08,2024-12-30
3820000-104-2012-00110,이디야(가능서부점),203793.328137234,471687.093971557,폐업,2012-09-19,2024-01-02
3820000-104-2013-00119,이디야커피,204507.179330272,470683.117057166,폐업,2013-10-29,2022-06-16
5630000-104-2014-00148,커피에반하다,209622.889405806,416927.68061005,폐업,2014-12-01,2021-11-24
3820000-104-2013-00137,이디야(발곡점),205191.381139576,469682.597956867,폐업,2013-12-09,2022-07-18
5640000-104-2017-00023,커피에반하다(성복역점),207061.204988417,423400.69528574,폐업,2017-02-23,2023-03-08
5640000-104-2014-00111,이디야 용인상현점,207506.666148822,422824.182262153,폐업,2014-08-21,2023-04-10
5640000-104-2017-00074,이디야커피 수지동천중앙점,208391.808270335,425708.207488398,폐업,2017-06-07,2024-08-13
5620000-104-2014-00113,이디야커피(터미널점),218468.84012831,414563.852294133,폐업,2014-11-12,2024-03-28
3910038-104-2017-00001,이디야안중점,193484.764953459,386296.56823983,폐업,2017-01-09,2023-12-26
3910000-104-2016-00159,커피에반하다평택합정점,210030.120097759,387534.105780211,폐업,2016-12-02,2024-04-17
3910000-104-2017-00011,커피에반하다비전점,209912.199242183,388738.837418666,폐업,2017-01-13,2019-02-26
3910029-104-2013-00029,감성커피평택이충점,205842.897310836,395326.929184822,폐업,2013-08-12,2021-08-04
3990000-104-2019-00013,만랩커피 다산역점,213287.69508987,458013.931086065,폐업,2019-01-21,2022-03-02
5550000-104-2019-00007,커피에반하다,191571.973458862,423282.996261522,폐업,2019-01-21,2023-01-02
4090000-104-2019-00025,커피에반하다김포마산점,168080.690990363,459397.761595281,폐업,2019-02-15,2021-01-18
5540000-104-2019-00031,감성커피경기광주태전점,220337.116469389,432174.369509298,폐업,2019-02-20,2025-03-20
3820000-104-2019-00039,이디야 의정부신곡1동점,205015.320437386,469884.694064666,폐업,2019-03-15,2024-08-19
4100100-104-2019-00043,커피에반하다 일산탄현주민센터점,179636.745,465815.1,폐업,2019-02-28,2021-07-02
4040000-104-2019-00023,이디야 미사로데오점,216796.012126235,451409.713024603,폐업,2019-02-25,2023-06-16
4090000-104-2019-00006,커피에반하다청송마을점,170683.63101509,461021.203463109,폐업,2019-01-07,2022-01-19
4010000-104-2019-00024,커피에반하다,175019.644318511,428855.298740062,폐업,2019-02-07,2022-12-16
4040000-104-2023-00205,이디야 미사숲공원점,216669.870851707,450378.814550844,폐업,2023-08-30,2023-09-05
3770000-104-2023-00106,감성커피(수원아이파크자이점),201936.99188333,418852.814789648,폐업,2023-08-14,2024-06-03
4040000-104-2023-00214,매머드 익스프레스 북위례점,213601.844225309,442701.905797426,폐업,2023-09-06,2025-02-28
5530000-104-2023-00531,커피에반하다,194843.078189494,414737.493382535,폐업,2023-09-11,2023-09-19
5560000-104-2023-00100,감성커피 안산선부점,182845.149692679,425961.704124988,폐업,2023-09-04,2025-01-02
5620000-104-2023-00114,빽다방 용인양지점,225167.345158002,414834.322399771,폐업,2023-07-24,2023-09-08
4040000-104-2020-00147,더벤티 하남신장점,218033.105248425,448517.400636683,폐업,2020-08-03,2024-12-18
4040000-104-2016-00136,이디야커피(덕풍중앙점),218281.159611217,449964.900329853,폐업,2016-10-24,2022-11-01
5700000-104-2012-00015,더만랩 여주첼시점,254319.252562894,415846.229212057,폐업,2012-04-24,2019-05-14
